,확진자,확진률,등록일시분초,치명률,사망자,사망률,"성별,연령별"
5329,20602,18.49,2021-04-14 09:00:00.000,0.30,61,3.42,50-59
5330,16358,14.68,2021-04-14 09:00:00.000,0.09,14,0.79,40-49
5331,14966,13.43,2021-04-14 09:00:00.000,0.05,7,0.39,30-39
5332,16620,14.92,2021-04-14 09:00:00.000,0.02,3,0.17,20-29
5333,7717,6.93,2021-04-14 09:00:00.000,0.00,0,0.00,10-19
5334,4777,4.29,2021-04-14 09:00:00.000,0.00,0,0.00,0-9
5335,54995,49.69,2021-04-13 09:00:00.000,1.61,885,49.86,남성
5336,55687,50.31,2021-04-13 09:00:00.000,1.60,890,50.14,여성
5337,4962,4.48,2021-04-13 09:00:00.000,19.75,980,55.21,80 이상
5338,8114,7.33,2021-04-13 09:00:00.000,6.20,503,28.34,70-79
5339,17133,15.48,2021-04-13 09:00:00.000,1.21,207,11.66,60-69
5340,20454,18.48,2021-04-13 09:00:00.000,0.30,61,3.44,50-59
5341,16244,14.68,2021-04-13 09:00:00.000,0.09,14,0.79,40-49
5342,14853,13.42,2021-04-13 09:00:00.000,0.05,7,0.39,30-39
5343,16510,14.92,2021-04-13 09:00:00.000,0.02,3,0.17,20-29
5344,7667,6.93,2021-04-13 09:00:00.000,0.00,0,0.00,10-19
5345,4745,4.29,2021-04-13 09:00:00.000,0.00,0,0.00,0-9
5346,54714,49.68,2021-04-12 09:00:00.000,1.61,882,49.83,남성
5347,55426,50.32,2021-04-12 09:00:00.000,1.60,888,50.17,여성
5348,4944,4.49,2021-04-12 09:00:00.000,19.78,978,55.25,80 이상
5349,8077,7.33,2021-04-12 09:00:00.000,6.19,500,28.25,70-79
5350,17061,15.49,2021-04-12 09:00:00.000,1.21,207,11.69,60-69
5351,20323,18.45,2021-04-12 09:00:00.000,0.30,61,3.45,50-59
5352,16164,14.68,2021-04-12 09:00:00.000,0.09,14,0.79,40-49
5353,14784,13.42,2021-04-12 09:00:00.000,0.05,7,0.40,30-39
5354,16445,14.93,2021-04-12 09:00:00.000,0.02,3,0.17,20-29
5355,7623,6.92,2021-04-12 09:00:00.000,0.00,0,0.00,10-19
5356,4719,4.28,2021-04-12 09:00:00.000,0.00,0,0.00,0-9
5357,54414,49.67,2021-04-11 09:00:00.000,1.62,881,49.83,남성
5358,55139,50.33,2021-04-11 09:00:00.000,1.61,887,50.17,여성
5359,4923,4.49,2021-04-11 09:00:00.000,19.85,977,55.26,80 이상
5360,8045,7.34,2021-04-11 09:00:00.000,6.20,499,28.22,70-79
5361,16966,15.49,2021-04-11 09:00:00.000,1.22,207,11.71,60-69
5362,20197,18.44,2021-04-11 09:00:00.000,0.30,61,3.45,50-59
5363,16070,14.67,2021-04-11 09:00:00.000,0.09,14,0.79,40-49
5364,14705,13.42,2021-04-11 09:00:00.000,0.05,7,0.40,30-39
5365,16374,14.95,2021-04-11 09:00:00.000,0.02,3,0.17,20-29
5366,7582,6.92,2021-04-11 09:00:00.000,0.00,0,0.00,10-19
5367,4691,4.28,2021-04-11 09:00:00.000,0.00,0,0.00,0-9
5368,54075,49.64,2021-04-10 09:00:00.000,1.62,878,49.75,남성
5369,54864,50.36,2021-04-10 09:00:00.000,1.62,887,50.25,여성
5370,4907,4.50,2021-04-10 09:00:00.000,19.89,976,55.30,80 이상
5371,8000,7.34,2021-04-10 09:00:00.000,6.24,499,28.27,70-79
5372,16874,15.49,2021-04-10 09:00:00.000,1.21,205,11.61,60-69
5373,20084,18.44,2021-04-10 09:00:00.000,0.30,61,3.46,50-59
5374,15980,14.67,2021-04-10 09:00:00.000,0.09,14,0.79,40-49
5375,14625,13.42,2021-04-10 09:00:00.000,0.05,7,0.40,30-39
5376,16288,14.95,2021-04-10 09:00:00.000,0.02,3,0.17,20-29
5377,7524,6.91,2021-04-10 09:00:00.000,0.00,0,0.00,10-19
5378,4657,4.27,2021-04-10 09:00:00.000,0.00,0,0.00,0-9
5379,53739,49.64,2021-04-09 09:00:00.000,1.63,877,49.72,남성
5380,54523,50.36,2021-04-09 09:00:00.000,1.63,887,50.28,여성
5381,4877,4.50,2021-04-09 09:00:00.000,19.99,975,55.27,80 이상
5382,7959,7.35,2021-04-09 09:00:00.000,6.27,499,28.29,70-79
5383,16778,15.50,2021-04-09 09:00:00.000,1.22,205,11.62,60-69
5384,19968,18.44,2021-04-09 09:00:00.000,0.31,61,3.46,50-59
5385,15854,14.64,2021-04-09 09:00:00.000,0.09,14,0.79,40-49
5386,14549,13.44,2021-04-09 09:00:00.000,0.05,7,0.40,30-39
5387,16200,14.96,2021-04-09 09:00:00.000,0.02,3,0.17,20-29
5388,7454,6.89,2021-04-09 09:00:00.000,0.00,0,0.00,10-19
5389,4623,4.27,2021-04-09 09:00:00.000,0.00,0,0.00,0-9
5390,53408,49.64,2021-04-08 09:00:00.000,1.64,874,49.72,남성
5391,54183,50.36,2021-04-08 09:00:00.000,1.63,884,50.28,여성
5392,4865,4.52,2021-04-08 09:00:00.000,20.02,974,55.40,80 이상
5393,7922,7.36,2021-04-08 09:00:00.000,6.25,495,28.16,70-79
5394,16679,15.50,2021-04-08 09:00:00.000,1.22,204,11.60,60-69
5395,19836,18.44,2021-04-08 09:00:00.000,0.31,61,3.47,50-59
5396,15729,14.62,2021-04-08 09:00:00.000,0.09,14,0.80,40-49
5397,14465,13.44,2021-04-08 09:00:00.000,0.05,7,0.40,30-39
5398,16105,14.97,2021-04-08 09:00:00.000,0.02,3,0.17,20-29
5399,7404,6.88,2021-04-08 09:00:00.000,0.00,0,0.00,10-19
5400,4586,4.26,2021-04-08 09:00:00.000,0.00,0,0.00,0-9
5401,53066,49.64,2021-04-07 09:00:00.000,1.65,873,49.72,남성
5402,53825,50.36,2021-04-07 09:00:00.000,1.64,883,50.28,여성
5403,4853,4.54,2021-04-07 09:00:00.000,20.05,973,55.41,80 이상
5404,7874,7.37,2021-04-07 09:00:00.000,6.27,494,28.13,70-79
5405,16592,15.52,2021-04-07 09:00:00.000,1.23,204,11.62,60-69
5406,19711,18.44,2021-04-07 09:00:00.000,0.31,61,3.47,50-59
5407,15619,14.61,2021-04-07 09:00:00.000,0.09,14,0.80,40-49
5408,14349,13.42,2021-04-07 09:00:00.000,0.05,7,0.40,30-39
5409,16011,14.98,2021-04-07 09:00:00.000,0.02,3,0.17,20-29
5410,7331,6.86,2021-04-07 09:00:00.000,0.00,0,0.00,10-19
5411,4551,4.26,2021-04-07 09:00:00.000,0.00,0,0.00,0-9
5412,52732,49.64,2021-04-06 09:00:00.000,1.65,871,49.71,남성
5413,53491,50.36,2021-04-06 09:00:00.000,1.65,881,50.29,여성
5414,4842,4.56,2021-04-06 09:00:00.000,20.07,972,55.48,80 이상
5415,7839,7.38,2021-04-06 09:00:00.000,6.29,493,28.14,70-79
5416,16494,15.53,2021-04-06 09:00:00.000,1.22,202,11.53,60-69
5417,19581,18.43,2021-04-06 09:00:00.000,0.31,61,3.48,50-59
5418,15505,14.60,2021-04-06 09:00:00.000,0.09,14,0.80,40-49
5419,14261,13.43,2021-04-06 09:00:00.000,0.05,7,0.40,30-39
5420,15921,14.99,2021-04-06 09:00:00.000,0.02,3,0.17,20-29
5421,7257,6.83,2021-04-06 09:00:00.000,0.00,0,0.00,10-19
5422,4523,4.26,2021-04-06 09:00:00.000,0.00,0,0.00,0-9
5423,52501,49.65,2021-04-05 09:00:00.000,1.66,870,49.77,남성
5424,53245,50.35,2021-04-05 09:00:00.000,1.65,878,50.23,여성
5425,4832,4.57,2021-04-05 09:00:00.000,20.10,971,55.55,80 이상
5426,7804,7.38,2021-04-05 09:00:00.000,6.30,492,28.15,70-79
5427,16428,15.54,2021-04-05 09:00:00.000,1.22,201,11.50,60-69
5428,19473,18.41,2021-04-05 09:00:00.000,0.31,60,3.43,50-59
5429,15423,14.58,2021-04-05 09:00:00.000,0.09,14,0.80,40-49
5430,14209,13.44,2021-04-05 09:00:00.000,0.05,7,0.40,30-39
5431,15864,15.00,2021-04-05 09:00:00.000,0.02,3,0.17,20-29
5432,7219,6.83,2021-04-05 09:00:00.000,0.00,0,0.00,10-19
5433,4494,4.25,2021-04-05 09:00:00.000,0.00,0,0.00,0-9
5434,52274,49.66,2021-04-04 09:00:00.000,1.66,870,49.89,남성
5435,52999,50.34,2021-04-04 09:00:00.000,1.65,874,50.11,여성
5436,4816,4.57,2021-04-04 09:00:00.000,20.10,968,55.50,80 이상
5437,7767,7.38,2021-04-04 09:00:00.000,6.32,491,28.15,70-79
5438,16335,15.52,2021-04-04 09:00:00.000,1.23,201,11.53,60-69
5439,19389,18.42,2021-04-04 09:00:00.000,0.31,60,3.44,50-59
5440,15350,14.58,2021-04-04 09:00:00.000,0.09,14,0.80,40-49
5441,14159,13.45,2021-04-04 09:00:00.000,0.05,7,0.40,30-39
5442,15803,15.01,2021-04-04 09:00:00.000,0.02,3,0.17,20-29
5443,7177,6.82,2021-04-04 09:00:00.000,0.00,0,0.00,10-19
5444,4477,4.25,2021-04-04 09:00:00.000,0.00,0,0.00,0-9
5445,52028,49.68,2021-04-03 09:00:00.000,1.67,868,49.89,남성
5446,52702,50.32,2021-04-03 09:00:00.000,1.65,872,50.11,여성
5447,4807,4.59,2021-04-03 09:00:00.000,20.14,968,55.63,80 이상
5448,7739,7.39,2021-04-03 09:00:00.000,6.31,488,28.05,70-79
5449,16233,15.50,2021-04-03 09:00:00.000,1.24,201,11.55,60-69
5450,19294,18.42,2021-04-03 09:00:00.000,0.31,59,3.39,50-59
5451,15270,14.58,2021-04-03 09:00:00.000,0.09,14,0.80,40-49
5452,14072,13.44,2021-04-03 09:00:00.000,0.05,7,0.40,30-39
5453,15722,15.01,2021-04-03 09:00:00.000,0.02,3,0.17,20-29
5454,7137,6.81,2021-04-03 09:00:00.000,0.00,0,0.00,10-19
5455,4456,4.25,2021-04-03 09:00:00.000,0.00,0,0.00,0-9
5456,51754,49.67,2021-04-02 09:00:00.000,1.67,865,49.80,남성
5457,52433,50.33,2021-04-02 09:00:00.000,1.66,872,50.20,여성
5458,4793,4.60,2021-04-02 09:00:00.000,20.20,968,55.73,80 이상
5459,7710,7.40,2021-04-02 09:00:00.000,6.30,486,27.98,70-79
5460,16140,15.49,2021-04-02 09:00:00.000,1.25,201,11.57,60-69
5461,19206,18.43,2021-04-02 09:00:00.000,0.30,58,3.34,50-59
5462,15173,14.56,2021-04-02 09:00:00.000,0.09,14,0.81,40-49
5463,13996,13.43,2021-04-02 09:00:00.000,0.05,7,0.40,30-39
5464,15644,15.02,2021-04-02 09:00:00.000,0.02,3,0.17,20-29
5465,7094,6.81,2021-04-02 09:00:00.000,0.00,0,0.00,10-19
5466,4431,4.25,2021-04-02 09:00:00.000,0.00,0,0.00,0-9
5467,51460,49.66,2021-04-01 09:00:00.000,1.68,864,49.80,남성
5468,52170,50.34,2021-04-01 09:00:00.000,1.67,871,50.20,여성
5469,4771,4.60,2021-04-01 09:00:00.000,20.25,966,55.68,80 이상
5470,7663,7.39,2021-04-01 09:00:00.000,6.34,486,28.01,70-79
5471,16071,15.51,2021-04-01 09:00:00.000,1.25,201,11.59,60-69
5472,19112,18.44,2021-04-01 09:00:00.000,0.30,58,3.34,50-59
5473,15088,14.56,2021-04-01 09:00:00.000,0.09,14,0.81,40-49
5474,13905,13.42,2021-04-01 09:00:00.000,0.05,7,0.40,30-39
5475,15553,15.01,2021-04-01 09:00:00.000,0.02,3,0.17,20-29
5476,7058,6.81,2021-04-01 09:00:00.000,0.00,0,0.00,10-19
5477,4409,4.25,2021-04-01 09:00:00.000,0.00,0,0.00,0-9
5478,51179,49.65,2021-03-31 09:00:00.000,1.68,862,49.80,남성
5479,51900,50.35,2021-03-31 09:00:00.000,1.67,869,50.20,여성
5480,4754,4.61,2021-03-31 09:00:00.000,20.30,965,55.75,80 이상
5481,7636,7.41,2021-03-31 09:00:00.000,6.35,485,28.02,70-79
5482,15990,15.51,2021-03-31 09:00:00.000,1.24,199,11.50,60-69
5483,19015,18.45,2021-03-31 09:00:00.000,0.31,58,3.35,50-59
5484,15007,14.56,2021-03-31 09:00:00.000,0.09,14,0.81,40-49
5485,13834,13.42,2021-03-31 09:00:00.000,0.05,7,0.40,30-39
5486,15462,15.00,2021-03-31 09:00:00.000,0.02,3,0.17,20-29
5487,7010,6.80,2021-03-31 09:00:00.000,0.00,0,0.00,10-19
5488,4371,4.24,2021-03-31 09:00:00.000,0.00,0,0.00,0-9
5489,50940,49.66,2021-03-30 09:00:00.000,1.69,861,49.80,남성
5490,51633,50.34,2021-03-30 09:00:00.000,1.68,868,50.20,여성
5491,4735,4.62,2021-03-30 09:00:00.000,20.36,964,55.75,80 이상
5492,7609,7.42,2021-03-30 09:00:00.000,6.37,485,28.05,70-79
5493,15925,15.53,2021-03-30 09:00:00.000,1.24,198,11.45,60-69
5494,18934,18.46,2021-03-30 09:00:00.000,0.31,58,3.35,50-59
5495,14906,14.53,2021-03-30 09:00:00.000,0.09,14,0.81,40-49
5496,13761,13.42,2021-03-30 09:00:00.000,0.05,7,0.40,30-39
5497,15394,15.01,2021-03-30 09:00:00.000,0.02,3,0.17,20-29
5498,6972,6.80,2021-03-30 09:00:00.000,0.00,0,0.00,10-19
5499,4337,4.23,2021-03-30 09:00:00.000,0.00,0,0.00,0-9
5500,50700,49.64,2021-03-29 09:00:00.000,1.69,859,49.77,남성
5501,51426,50.36,2021-03-29 09:00:00.000,1.69,867,50.23,여성
5502,4726,4.63,2021-03-29 09:00:00.000,20.36,962,55.74,80 이상
5503,7583,7.43,2021-03-29 09:00:00.000,6.38,484,28.04,70-79
5504,15865,15.53,2021-03-29 09:00:00.000,1.25,198,11.47,60-69
5505,18856,18.46,2021-03-29 09:00:00.000,0.31,58,3.36,50-59
5506,14822,14.51,2021-03-29 09:00:00.000,0.09,14,0.81,40-49
5507,13697,13.41,2021-03-29 09:00:00.000,0.05,7,0.41,30-39
5508,15327,15.01,2021-03-29 09:00:00.000,0.02,3,0.17,20-29
5509,6933,6.79,2021-03-29 09:00:00.000,0.00,0,0.00,10-19
5510,4317,4.23,2021-03-29 09:00:00.000,0.00,0,0.00,0-9
5511,50502,49.64,2021-03-28 09:00:00.000,1.70,858,49.83,남성
5512,51242,50.36,2021-03-28 09:00:00.000,1.69,864,50.17,여성
5513,4717,4.64,2021-03-28 09:00:00.000,20.33,959,55.69,80 이상
5514,7559,7.43,2021-03-28 09:00:00.000,6.39,483,28.05,70-79
5515,15806,15.54,2021-03-28 09:00:00.000,1.25,198,11.50,60-69
5516,18775,18.45,2021-03-28 09:00:00.000,0.31,58,3.37,50-59
5517,14755,14.50,2021-03-28 09:00:00.000,0.09,14,0.81,40-49
5518,13653,13.42,2021-03-28 09:00:00.000,0.05,7,0.41,30-39
5519,15274,15.01,2021-03-28 09:00:00.000,0.02,3,0.17,20-29
5520,6901,6.78,2021-03-28 09:00:00.000,0.00,0,0.00,10-19
5521,4304,4.23,2021-03-28 09:00:00.000,0.00,0,0.00,0-9
5522,50249,49.62,2021-03-27 09:00:00.000,1.71,857,49.80,남성
5523,51013,50.38,2021-03-27 09:00:00.000,1.69,864,50.20,여성
5524,4687,4.63,2021-03-27 09:00:00.000,20.46,959,55.72,80 이상
5525,7524,7.43,2021-03-27 09:00:00.000,6.41,482,28.01,70-79
5526,15729,15.53,2021-03-27 09:00:00.000,1.26,198,11.50,60-69
5527,18709,18.48,2021-03-27 09:00:00.000,0.31,58,3.37,50-59
5528,14692,14.51,2021-03-27 09:00:00.000,0.10,14,0.81,40-49
5529,13591,13.42,2021-03-27 09:00:00.000,0.05,7,0.41,30-39
5530,15193,15.00,2021-03-27 09:00:00.000,0.02,3,0.17,20-29
5531,6861,6.78,2021-03-27 09:00:00.000,0.00,0,0.00,10-19
5532,4276,4.22,2021-03-27 09:00:00.000,0.00,0,0.00,0-9
5533,50004,49.63,2021-03-26 09:00:00.000,1.70,852,49.65,남성
5534,50753,50.37,2021-03-26 09:00:00.000,1.70,864,50.35,여성
5535,4677,4.64,2021-03-26 09:00:00.000,20.46,957,55.77,80 이상
5536,7487,7.43,2021-03-26 09:00:00.000,6.41,480,27.97,70-79
5537,15648,15.53,2021-03-26 09:00:00.000,1.26,197,11.48,60-69
5538,18623,18.48,2021-03-26 09:00:00.000,0.31,58,3.38,50-59
5539,14614,14.50,2021-03-26 09:00:00.000,0.10,14,0.82,40-49
