,확진자,확진률,등록일시분초,치명률,사망자,사망률,"성별,연령별"
2875,65145,15.33,2021-11-24 14:06:26.564,0.07,48,1.43,40-49
2876,64335,15.14,2021-11-24 14:06:26.564,0.30,196,5.83,50-59
2877,52177,12.28,2021-11-24 14:06:26.564,0.93,484,14.40,60-69
2878,22649,5.33,2021-11-24 14:06:26.564,3.97,900,26.77,70-79
2879,12935,3.04,2021-11-24 14:06:26.564,13.12,1697,50.48,80 이상
2880,200217,47.10,2021-11-24 14:06:26.563,0.83,1654,49.20,여성
2881,224847,52.90,2021-11-24 14:06:26.563,0.76,1708,50.80,남성
2882,26113,6.20,2021-11-23 14:00:54.05,0,0,0.00,0-9
2883,40931,9.72,2021-11-23 14:00:54.049,0,0,0.00,10-19
2884,73917,17.56,2021-11-23 14:00:54.049,0,12,0.36,20-29
2885,65281,15.51,2021-11-23 14:00:54.049,0,25,0.75,30-39
2886,64658,15.36,2021-11-23 14:00:54.049,0,48,1.44,40-49
2887,63770,15.15,2021-11-23 14:00:54.049,0,196,5.89,50-59
2888,51304,12.19,2021-11-23 14:00:54.049,1,481,14.45,60-69
2889,22240,5.28,2021-11-23 14:00:54.048,4,890,26.74,70-79
2890,12736,3.03,2021-11-23 14:00:54.048,13,1676,50.36,80 이상
2891,198195,47.08,2021-11-23 14:00:54.048,1,1635,49.13,여성
2892,222755,52.92,2021-11-23 14:00:54.048,1,1693,50.87,남성
2893,25824,6.17,2021-11-22 14:08:15.407,0.00,0,0.00,0-9
2894,40645,9.72,2021-11-22 14:08:15.407,0.00,0,0.00,10-19
2895,73680,17.62,2021-11-22 14:08:15.407,0.02,12,0.36,20-29
2896,64939,15.53,2021-11-22 14:08:15.406,0.04,25,0.76,30-39
2897,64331,15.38,2021-11-22 14:08:15.406,0.07,48,1.46,40-49
2898,63432,15.17,2021-11-22 14:08:15.406,0.31,196,5.94,50-59
2899,50784,12.14,2021-11-22 14:08:15.406,0.94,476,14.43,60-69
2900,22004,5.26,2021-11-22 14:08:15.406,4.02,885,26.83,70-79
2901,12613,3.02,2021-11-22 14:08:15.405,13.13,1656,50.21,80 이상
2902,196876,47.07,2021-11-22 14:08:15.405,0.82,1620,49.12,여성
2903,221376,52.93,2021-11-22 14:08:15.405,0.76,1678,50.88,남성
2904,25560,6.15,2021-11-21 13:40:28.991,0,0,0.00,0-9
2905,40317,9.71,2021-11-21 13:40:28.991,0,0,0.00,10-19
2906,73410,17.67,2021-11-21 13:40:28.991,0.02,12,0.37,20-29
2907,64577,15.54,2021-11-21 13:40:28.991,0.04,25,0.76,30-39
2908,64013,15.41,2021-11-21 13:40:28.99,0.07,47,1.44,40-49
2909,63084,15.19,2021-11-21 13:40:28.99,0.31,194,5.93,50-59
2910,50258,12.1,2021-11-21 13:40:28.99,0.94,473,14.45,60-69
2911,21734,5.23,2021-11-21 13:40:28.99,4.04,878,26.82,70-79
2912,12472,3,2021-11-21 13:40:28.99,13.19,1645,50.24,80 이상
2913,195470,47.05,2021-11-21 13:40:28.989,0.82,1610,49.18,여성
2914,219955,52.95,2021-11-21 13:40:28.989,0.76,1664,50.82,남성
2915,25253,6.12,2021-11-20 14:08:31.514,0,0,0.00,0-9
2916,40026,9.71,2021-11-20 14:08:31.514,0,0,0.00,10-19
2917,73148,17.74,2021-11-20 14:08:31.514,0.02,12,0.37,20-29
2918,64206,15.57,2021-11-20 14:08:31.514,0.04,25,0.77,30-39
2919,63667,15.44,2021-11-20 14:08:31.514,0.07,47,1.45,40-49
2920,62679,15.2,2021-11-20 14:08:31.513,0.31,194,5.98,50-59
2921,49639,12.04,2021-11-20 14:08:31.513,0.94,469,14.46,60-69
2922,21429,5.2,2021-11-20 14:08:31.513,4.07,873,26.91,70-79
2923,12264,2.97,2021-11-20 14:08:31.513,13.24,1624,50.06,80 이상
2924,193925,47.03,2021-11-20 14:08:31.513,0.82,1594,49.14,여성
2925,218386,52.97,2021-11-20 14:08:31.512,0.76,1650,50.86,남성
2926,24975,6.1,2021-11-19 14:25:21.31,0,0,0.00,0-9
2927,39645,9.69,2021-11-19 14:25:21.309,0,0,0.00,10-19
2928,72891,17.82,2021-11-19 14:25:21.309,0.02,12,0.37,20-29
2929,63857,15.61,2021-11-19 14:25:21.309,0.04,25,0.78,30-39
2930,63254,15.46,2021-11-19 14:25:21.309,0.07,47,1.46,40-49
2931,62255,15.22,2021-11-19 14:25:21.309,0.31,192,5.97,50-59
2932,49043,11.99,2021-11-19 14:25:21.308,0.95,464,14.43,60-69
2933,21097,5.16,2021-11-19 14:25:21.308,4.08,861,26.78,70-79
2934,12082,2.95,2021-11-19 14:25:21.308,13.36,1614,50.20,80 이상
2935,192310,47.01,2021-11-19 14:25:21.308,0.82,1584,49.27,여성
2936,216789,52.99,2021-11-19 14:25:21.307,0.75,1631,50.73,남성
2937,24755,6.1,2021-11-18 14:06:18.408,0,0,0.00,0-9
2938,39311,9.68,2021-11-18 14:06:18.408,0,0,0.00,10-19
2939,72611,17.88,2021-11-18 14:06:18.408,0.02,12,0.38,20-29
2940,63508,15.64,2021-11-18 14:06:18.408,0.04,25,0.78,30-39
2941,62907,15.49,2021-11-18 14:06:18.408,0.07,46,1.44,40-49
2942,61860,15.23,2021-11-18 14:06:18.407,0.31,191,5.99,50-59
2943,48426,11.93,2021-11-18 14:06:18.407,0.95,460,14.43,60-69
2944,20778,5.12,2021-11-18 14:06:18.407,4.11,854,26.80,70-79
2945,11909,2.93,2021-11-18 14:06:18.407,13.43,1599,50.17,80 이상
2946,190841,47,2021-11-18 14:06:18.407,0.82,1564,49.07,여성
2947,215224,53,2021-11-18 14:06:18.406,0.75,1623,50.93,남성
2948,24524,6.09,2021-11-17 15:49:17.512,0,0,0.00,0-9
2949,38913,9.66,2021-11-17 15:49:17.512,0,0,0.00,10-19
2950,72317,17.95,2021-11-17 15:49:17.511,0.02,12,0.38,20-29
2951,63124,15.67,2021-11-17 15:49:17.511,0.04,25,0.79,30-39
2952,62524,15.52,2021-11-17 15:49:17.511,0.07,46,1.46,40-49
2953,61451,15.26,2021-11-17 15:49:17.511,0.31,191,6.05,50-59
2954,47797,11.87,2021-11-17 15:49:17.511,0.96,459,14.53,60-69
2955,20422,5.07,2021-11-17 15:49:17.51,4.12,842,26.66,70-79
2956,11703,2.91,2021-11-17 15:49:17.51,13.53,1583,50.13,80 이상
2957,189230,46.98,2021-11-17 15:49:17.51,0.82,1555,49.24,여성
2958,213545,53.02,2021-11-17 15:49:17.51,0.75,1603,50.76,남성
2959,24060,6.05,2021-11-15 14:09:20.328,0,0,0.00,0-9
2960,38256,9.62,2021-11-15 14:09:20.328,0,0,0.00,10-19
2961,71874,18.08,2021-11-15 14:09:20.327,0.02,12,0.39,20-29
2962,62504,15.73,2021-11-15 14:09:20.327,0.04,25,0.80,30-39
2963,61890,15.57,2021-11-15 14:09:20.327,0.07,46,1.48,40-49
2964,60771,15.29,2021-11-15 14:09:20.327,0.31,187,6.00,50-59
2965,46841,11.78,2021-11-15 14:09:20.327,0.97,455,14.61,60-69
2966,19890,5,2021-11-15 14:09:20.326,4.18,831,26.68,70-79
2967,11380,2.86,2021-11-15 14:09:20.326,13.7,1559,50.05,80 이상
2968,186604,46.95,2021-11-15 14:09:20.326,0.82,1537,49.34,여성
2969,210862,53.05,2021-11-15 14:09:20.326,0.75,1578,50.66,남성
2970,23875,6.04,2021-11-14 14:32:01.125,0,0,0.00,0-9
2971,38033,9.62,2021-11-14 14:32:01.125,0,0,0.00,10-19
2972,71736,18.14,2021-11-14 14:32:01.125,0.02,12,0.39,20-29
2973,62301,15.75,2021-11-14 14:32:01.124,0.04,25,0.81,30-39
2974,61636,15.59,2021-11-14 14:32:01.124,0.07,46,1.48,40-49
2975,60503,15.3,2021-11-14 14:32:01.124,0.31,186,5.99,50-59
2976,46451,11.75,2021-11-14 14:32:01.124,0.98,453,14.60,60-69
2977,19687,4.98,2021-11-14 14:32:01.124,4.2,827,26.65,70-79
2978,11238,2.84,2021-11-14 14:32:01.124,13.83,1554,50.08,80 이상
2979,185567,46.92,2021-11-14 14:32:01.123,0.83,1532,49.37,여성
2980,209893,53.08,2021-11-14 14:32:01.123,0.75,1571,50.63,남성
2981,23676,6.02,2021-11-13 14:16:22.701,0,0,0.00,0-9
2982,37786,9.61,2021-11-13 14:16:22.701,0,0,0.00,10-19
2983,71528,18.2,2021-11-13 14:16:22.701,0.02,12,0.39,20-29
2984,62043,15.79,2021-11-13 14:16:22.701,0.04,25,0.81,30-39
2985,61363,15.61,2021-11-13 14:16:22.7,0.07,46,1.49,40-49
2986,60170,15.31,2021-11-13 14:16:22.7,0.31,186,6.03,50-59
2987,45975,11.7,2021-11-13 14:16:22.7,0.98,449,14.56,60-69
2988,19425,4.94,2021-11-13 14:16:22.7,4.24,823,26.69,70-79
2989,11076,2.82,2021-11-13 14:16:22.7,13.92,1542,50.02,80 이상
2990,184408,46.92,2021-11-13 14:16:22.7,0.83,1523,49.40,여성
2991,208634,53.08,2021-11-13 14:16:22.699,0.75,1560,50.60,남성
2992,23496,6.01,2021-11-12 14:10:27.613,0.00,0,0.00,0-9
2993,37576,9.62,2021-11-12 14:10:27.613,0.00,0,0.00,10-19
2994,71319,18.25,2021-11-12 14:10:27.613,0.02,12,0.39,20-29
2995,61736,15.80,2021-11-12 14:10:27.612,0.04,25,0.82,30-39
2996,61114,15.64,2021-11-12 14:10:27.612,0.07,45,1.47,40-49
2997,59861,15.32,2021-11-12 14:10:27.612,0.31,185,6.06,50-59
2998,45483,11.64,2021-11-12 14:10:27.612,0.97,443,14.52,60-69
2999,19193,4.91,2021-11-12 14:10:27.612,4.26,817,26.78,70-79
3000,10941,2.80,2021-11-12 14:10:27.611,13.93,1524,49.95,80 이상
3001,183269,46.91,2021-11-12 14:10:27.611,0.82,1505,49.33,여성
3002,207450,53.09,2021-11-12 14:10:27.611,0.75,1546,50.67,남성
3003,23282,6.00,2021-11-11 14:08:36.148,0.00,0,0.00,0-9
3004,37282,9.60,2021-11-11 14:08:36.148,0.00,0,0.00,10-19
3005,71108,18.31,2021-11-11 14:08:36.148,0.02,12,0.40,20-29
3006,61429,15.82,2021-11-11 14:08:36.148,0.04,25,0.82,30-39
3007,60829,15.66,2021-11-11 14:08:36.148,0.07,45,1.48,40-49
3008,59582,15.34,2021-11-11 14:08:36.147,0.31,185,6.10,50-59
3009,45072,11.61,2021-11-11 14:08:36.147,0.97,437,14.41,60-69
3010,18974,4.89,2021-11-11 14:08:36.147,4.27,810,26.71,70-79
3011,10793,2.78,2021-11-11 14:08:36.147,14.07,1519,50.08,80 이상
3012,182118,46.90,2021-11-11 14:08:36.147,0.82,1499,49.42,여성
3013,206233,53.10,2021-11-11 14:08:36.146,0.74,1534,50.58,남성
3014,23051,5.97,2021-11-10 14:08:44.334,0.00,0,0.00,0-9
3015,36957,9.58,2021-11-10 14:08:44.334,0.00,0,0.00,10-19
3016,70859,18.37,2021-11-10 14:08:44.333,0.02,12,0.40,20-29
3017,61090,15.83,2021-11-10 14:08:44.333,0.04,25,0.83,30-39
3018,60525,15.69,2021-11-10 14:08:44.333,0.07,45,1.49,40-49
3019,59313,15.37,2021-11-10 14:08:44.333,0.31,184,6.11,50-59
3020,44632,11.57,2021-11-10 14:08:44.333,0.98,436,14.48,60-69
3021,18749,4.86,2021-11-10 14:08:44.332,4.30,806,26.76,70-79
3022,10655,2.76,2021-11-10 14:08:44.332,14.12,1504,49.93,80 이상
3023,180874,46.88,2021-11-10 14:08:44.332,0.82,1486,49.34,여성
3024,204957,53.12,2021-11-10 14:08:44.332,0.74,1526,50.66,남성
3025,22876,5.97,2021-11-09 14:34:49.03,0,0,0.00,0-9
3026,36644,9.56,2021-11-09 14:34:49.03,0,0,0.00,10-19
3027,70610,18.42,2021-11-09 14:34:49.03,0,12,0.40,20-29
3028,60781,15.85,2021-11-09 14:34:49.03,0,25,0.83,30-39
3029,60231,15.71,2021-11-09 14:34:49.03,0,45,1.50,40-49
3030,59011,15.39,2021-11-09 14:34:49.029,0,183,6.10,50-59
3031,44175,11.52,2021-11-09 14:34:49.029,1,435,14.51,60-69
3032,18530,4.83,2021-11-09 14:34:49.029,4,800,26.68,70-79
3033,10549,2.75,2021-11-09 14:34:49.029,14,1498,49.97,80 이상
3034,179760,46.88,2021-11-09 14:34:49.029,1,1478,49.30,여성
3035,203647,53.12,2021-11-09 14:34:49.028,1,1520,50.70,남성
3036,22675,5.94,2021-11-08 14:09:14.505,0.00,0,0.00,0-9
3037,36400,9.54,2021-11-08 14:09:14.505,0.00,0,0.00,10-19
3038,70465,18.46,2021-11-08 14:09:14.505,0.02,12,0.40,20-29
3039,60557,15.87,2021-11-08 14:09:14.505,0.04,25,0.84,30-39
3040,60053,15.73,2021-11-08 14:09:14.505,0.07,45,1.51,40-49
3041,58785,15.40,2021-11-08 14:09:14.505,0.31,183,6.14,50-59
3042,43899,11.50,2021-11-08 14:09:14.505,0.98,429,14.40,60-69
3043,18398,4.82,2021-11-08 14:09:14.504,4.32,795,26.68,70-79
3044,10462,2.74,2021-11-08 14:09:14.504,14.25,1491,50.03,80 이상
3045,178932,46.88,2021-11-08 14:09:14.504,0.82,1470,49.33,여성
3046,202762,53.12,2021-11-08 14:09:14.504,0.74,1510,50.67,남성
3047,22522,5.93,2021-11-07 14:19:01.87,0,0,0.00,0-9
3048,36160,9.52,2021-11-07 14:19:01.869,0,0,0.00,10-19
3049,70296,18.5,2021-11-07 14:19:01.869,0.02,12,0.40,20-29
3050,60335,15.88,2021-11-07 14:19:01.869,0.04,25,0.84,30-39
3051,59819,15.74,2021-11-07 14:19:01.869,0.08,45,1.52,40-49
3052,58587,15.42,2021-11-07 14:19:01.869,0.31,183,6.17,50-59
3053,43584,11.47,2021-11-07 14:19:01.868,0.98,429,14.46,60-69
3054,18265,4.81,2021-11-07 14:19:01.868,4.34,793,26.73,70-79
3055,10367,2.73,2021-11-07 14:19:01.868,14.28,1480,49.88,80 이상
3056,178078,46.87,2021-11-07 14:19:01.867,0.82,1461,49.24,여성
3057,201857,53.13,2021-11-07 14:19:01.867,0.75,1506,50.76,남성
3058,22321,5.91,2021-11-06 14:10:09.351,0,0,0.00,0-9
3059,35892,9.5,2021-11-06 14:10:09.351,0,0,0.00,10-19
3060,70080,18.55,2021-11-06 14:10:09.351,0.02,12,0.41,20-29
3061,60042,15.9,2021-11-06 14:10:09.351,0.04,25,0.85,30-39
3062,59550,15.77,2021-11-06 14:10:09.351,0.08,45,1.52,40-49
3063,58325,15.44,2021-11-06 14:10:09.351,0.31,183,6.19,50-59
3064,43191,11.43,2021-11-06 14:10:09.351,0.99,428,14.48,60-69
3065,18090,4.79,2021-11-06 14:10:09.351,4.38,792,26.79,70-79
3066,10221,2.71,2021-11-06 14:10:09.35,14.39,1471,49.76,80 이상
3067,177043,46.87,2021-11-06 14:10:09.35,0.82,1456,49.26,여성
3068,200669,53.13,2021-11-06 14:10:09.35,0.75,1500,50.74,남성
3069,22111,6,2021-11-05 14:11:26.881,0,0,0,0-9
3070,35598,9,2021-11-05 14:11:26.881,0,0,0,10-19
3071,69837,19,2021-11-05 14:11:26.881,0,12,0,20-29
3072,59723,16,2021-11-05 14:11:26.881,0,25,1,30-39
3073,59263,16,2021-11-05 14:11:26.881,0,45,2,40-49
3074,58091,15,2021-11-05 14:11:26.881,0,182,6,50-59
3075,42834,11,2021-11-05 14:11:26.88,1,426,15,60-69
3076,17901,5,2021-11-05 14:11:26.88,4,788,27,70-79
3077,10106,3,2021-11-05 14:11:26.88,14,1458,50,80 이상
3078,175993,47,2021-11-05 14:11:26.88,1,1444,49,여성
3079,199471,53,2021-11-05 14:11:26.88,1,1492,51,남성
3080,21904,6,2021-11-04 14:10:25.133,0,0,0,0-9
3081,35263,9,2021-11-04 14:10:25.133,0,0,0,10-19
3082,69626,19,2021-11-04 14:10:25.133,0,12,0,20-29
3083,59395,16,2021-11-04 14:10:25.133,0,25,1,30-39
3084,58966,16,2021-11-04 14:10:25.133,0,45,2,40-49
3085,57827,16,2021-11-04 14:10:25.133,0,181,6,50-59
3086,42474,11,2021-11-04 14:10:25.132,1,424,15,60-69
3087,17698,5,2021-11-04 14:10:25.132,4,781,27,70-79
3088,9967,3,2021-11-04 14:10:25.132,15,1448,50,80 이상
3089,174882,47,2021-11-04 14:10:25.132,1,1439,49,여성
3090,198238,53,2021-11-04 14:10:25.132,1,1477,51,남성
3091,21670,5.85,2021-11-03 14:10:15.793,0,0,0.00,0-9
3092,34942,9.43,2021-11-03 14:10:15.793,0,0,0.00,10-19
3093,69373,18.72,2021-11-03 14:10:15.793,0.02,12,0.41,20-29
3094,59042,15.93,2021-11-03 14:10:15.793,0.04,25,0.86,30-39
3095,58676,15.83,2021-11-03 14:10:15.793,0.08,45,1.56,40-49
3096,57530,15.52,2021-11-03 14:10:15.793,0.31,181,6.26,50-59
3097,42077,11.35,2021-11-03 14:10:15.792,1,420,14.52,60-69
3098,17497,4.72,2021-11-03 14:10:15.792,4.45,778,26.90,70-79
3099,9833,2.65,2021-11-03 14:10:15.792,14.55,1431,49.48,80 이상
3100,173682,46.86,2021-11-03 14:10:15.791,0.82,1424,49.24,여성
3101,196958,53.14,2021-11-03 14:10:15.791,0.75,1468,50.76,남성
3102,21440,5.83,2021-11-02 14:09:30.193,0,0,0.00,0-9
3103,34510,9.38,2021-11-02 14:09:30.193,0,0,0.00,10-19
3104,69122,18.78,2021-11-02 14:09:30.193,0.02,12,0.42,20-29
3105,58653,15.94,2021-11-02 14:09:30.193,0.04,25,0.87,30-39
3106,58386,15.87,2021-11-02 14:09:30.193,0.08,45,1.57,40-49
3107,57216,15.55,2021-11-02 14:09:30.193,0.32,181,6.30,50-59
3108,41647,11.32,2021-11-02 14:09:30.192,1.01,419,14.58,60-69
3109,17318,4.71,2021-11-02 14:09:30.192,4.46,772,26.86,70-79
3110,9682,2.63,2021-11-02 14:09:30.192,14.67,1420,49.41,80 이상
3111,172439,46.86,2021-11-02 14:09:30.192,0.82,1413,49.16,여성
3112,195535,53.14,2021-11-02 14:09:30.192,0.75,1461,50.84,남성
3113,21296,5.81,2021-11-01 14:00:15.764,0,0,0.00,0-9
3114,34267,9.35,2021-11-01 14:00:15.764,0,0,0.00,10-19
3115,68960,18.82,2021-11-01 14:00:15.764,0.02,12,0.42,20-29
3116,58459,15.96,2021-11-01 14:00:15.764,0.04,25,0.87,30-39
3117,58183,15.88,2021-11-01 14:00:15.763,0.08,45,1.57,40-49
3118,57050,15.57,2021-11-01 14:00:15.763,0.32,181,6.33,50-59
3119,41395,11.3,2021-11-01 14:00:15.763,1,415,14.52,60-69
3120,17198,4.69,2021-11-01 14:00:15.763,4.48,771,26.98,70-79
3121,9578,2.61,2021-11-01 14:00:15.762,14.71,1409,49.30,80 이상
3122,171654,46.85,2021-11-01 14:00:15.762,0.82,1401,49.02,여성
3123,194732,53.15,2021-11-01 14:00:15.761,0.75,1457,50.98,남성
3124,21143,5.8,2021-10-31 14:05:46.105,0,0,0.00,0-9
3125,34041,9.33,2021-10-31 14:05:46.105,0,0,0.00,10-19
3126,68799,18.86,2021-10-31 14:05:46.105,0.02,12,0.42,20-29
3127,58222,15.96,2021-10-31 14:05:46.105,0.04,25,0.88,30-39
3128,57985,15.9,2021-10-31 14:05:46.105,0.08,45,1.58,40-49
3129,56857,15.59,2021-10-31 14:05:46.105,0.32,181,6.35,50-59
3130,41126,11.28,2021-10-31 14:05:46.105,1.01,414,14.53,60-69
3131,17071,4.68,2021-10-31 14:05:46.104,4.49,767,26.92,70-79
3132,9456,2.59,2021-10-31 14:05:46.104,14.86,1405,49.32,80 이상
3133,170824,46.84,2021-10-31 14:05:46.104,0.82,1395,48.96,여성
3134,193876,53.16,2021-10-31 14:05:46.104,0.75,1454,51.04,남성
3135,20984,5.79,2021-10-30 13:59:59.962,0,0,0.00,0-9
3136,33775,9.31,2021-10-30 13:59:59.962,0,0,0.00,10-19
3137,68543,18.9,2021-10-30 13:59:59.962,0.02,12,0.42,20-29
3138,57934,15.98,2021-10-30 13:59:59.961,0.04,25,0.88,30-39
3139,57710,15.91,2021-10-30 13:59:59.961,0.07,43,1.52,40-49
3140,56631,15.62,2021-10-30 13:59:59.961,0.32,181,6.40,50-59
3141,40793,11.25,2021-10-30 13:59:59.961,1.01,412,14.56,60-69
3142,16926,4.67,2021-10-30 13:59:59.961,4.53,766,27.07,70-79
3143,9343,2.58,2021-10-30 13:59:59.961,14.89,1391,49.15,80 이상
3144,169940,46.86,2021-10-30 13:59:59.96,0.81,1383,48.87,여성
3145,192699,53.14,2021-10-30 13:59:59.96,0.75,1447,51.13,남성
3146,20788,5.77,2021-10-29 14:17:46.219,0,0,0.00,0-9
3147,33504,9.29,2021-10-29 14:17:46.219,0,0,0.00,10-19
3148,68330,18.95,2021-10-29 14:17:46.219,0.02,12,0.43,20-29
3149,57639,15.99,2021-10-29 14:17:46.218,0.04,25,0.89,30-39
3150,57435,15.93,2021-10-29 14:17:46.218,0.07,43,1.53,40-49
3151,56385,15.64,2021-10-29 14:17:46.218,0.32,181,6.43,50-59
3152,40471,11.23,2021-10-29 14:17:46.218,1.01,410,14.55,60-69
3153,16756,4.65,2021-10-29 14:17:46.218,4.54,760,26.98,70-79
3154,9228,2.56,2021-10-29 14:17:46.218,15.02,1386,49.20,80 이상
3155,168995,46.87,2021-10-29 14:17:46.217,0.81,1376,48.85,여성
3156,191541,53.13,2021-10-29 14:17:46.217,0.75,1441,51.15,남성
3157,20581,5.74,2021-10-28 14:11:54.414,0,0,0.00,0-9
3158,33203,9.26,2021-10-28 14:11:54.414,0,0,0.00,10-19
3159,68033,18.98,2021-10-28 14:11:54.414,0.02,12,0.43,20-29
3160,57320,15.99,2021-10-28 14:11:54.413,0.04,24,0.85,30-39
3161,57175,15.95,2021-10-28 14:11:54.413,0.08,43,1.53,40-49
3162,56163,15.67,2021-10-28 14:11:54.413,0.32,181,6.45,50-59
3163,40189,11.21,2021-10-28 14:11:54.413,1.02,409,14.57,60-69
3164,16607,4.63,2021-10-28 14:11:54.413,4.56,758,26.99,70-79
3165,9141,2.55,2021-10-28 14:11:54.413,15.11,1381,49.18,80 이상
3166,168012,46.88,2021-10-28 14:11:54.413,0.82,1372,48.86,여성
3167,190400,53.12,2021-10-28 14:11:54.412,0.75,1436,51.14,남성
3168,20361,5.71,2021-10-27 14:19:00.274,0,0,0.00,0-9
3169,32878,9.23,2021-10-27 14:19:00.274,0,0,0.00,10-19
3170,67790,19.03,2021-10-27 14:19:00.274,0.02,12,0.43,20-29
3171,57010,16,2021-10-27 14:19:00.274,0.04,24,0.86,30-39
3172,56900,15.97,2021-10-27 14:19:00.274,0.07,42,1.50,40-49
3173,55939,15.7,2021-10-27 14:19:00.274,0.32,180,6.44,50-59
3174,39910,11.2,2021-10-27 14:19:00.274,1.01,404,14.44,60-69
3175,16475,4.62,2021-10-27 14:19:00.273,4.59,756,27.03,70-79
3176,9042,2.54,2021-10-27 14:19:00.273,15.25,1379,49.30,80 이상
3177,167084,46.89,2021-10-27 14:19:00.273,0.82,1368,48.91,여성
3178,189221,53.11,2021-10-27 14:19:00.273,0.76,1429,51.09,남성
3179,20191,5.7,2021-10-26 15:03:30.969,0,0,0.00,0-9
3180,32542,9.18,2021-10-26 15:03:30.969,0,0,0.00,10-19
3181,67543,19.06,2021-10-26 15:03:30.969,0.02,12,0.43,20-29
3182,56715,16.01,2021-10-26 15:03:30.969,0.04,24,0.86,30-39
3183,56628,15.98,2021-10-26 15:03:30.969,0.07,42,1.51,40-49
3184,55762,15.74,2021-10-26 15:03:30.969,0.32,179,6.42,50-59
3185,39644,11.19,2021-10-26 15:03:30.968,1.02,404,14.49,60-69
3186,16352,4.61,2021-10-26 15:03:30.968,4.6,753,27.01,70-79
3187,8978,2.53,2021-10-26 15:03:30.968,15.3,1374,49.28,80 이상
3188,166224,46.91,2021-10-26 15:03:30.968,0.82,1363,48.89,여성
3189,188131,53.09,2021-10-26 15:03:30.967,0.76,1425,51.11,남성
3190,20081,5.69,2021-10-25 14:17:05.393,0,0,0.00,0-9
3191,32334,9.16,2021-10-25 14:17:05.393,0,0,0.00,10-19
3192,67376,19.08,2021-10-25 14:17:05.393,0.02,12,0.43,20-29
3193,56510,16,2021-10-25 14:17:05.393,0.04,24,0.87,30-39
3194,56457,15.99,2021-10-25 14:17:05.393,0.07,42,1.51,40-49
3195,55648,15.76,2021-10-25 14:17:05.393,0.32,176,6.35,50-59
3196,39488,11.18,2021-10-25 14:17:05.393,1.02,402,14.50,60-69
3197,16281,4.61,2021-10-25 14:17:05.392,4.62,752,27.12,70-79
3198,8914,2.52,2021-10-25 14:17:05.392,15.31,1365,49.22,80 이상
3199,165630,46.91,2021-10-25 14:17:05.392,0.82,1357,48.94,여성
3200,187459,53.09,2021-10-25 14:17:05.392,0.76,1416,51.06,남성
3201,19978,5.68,2021-10-24 14:46:04.801,0,0,0.00,0-9
3202,32133,9.13,2021-10-24 14:46:04.801,0,0,0.00,10-19
3203,67250,19.11,2021-10-24 14:46:04.801,0.02,12,0.43,20-29
3204,56330,16.01,2021-10-24 14:46:04.8,0.04,24,0.87,30-39
3205,56287,16,2021-10-24 14:46:04.8,0.07,42,1.52,40-49
3206,55514,15.78,2021-10-24 14:46:04.8,0.31,174,6.29,50-59
3207,39330,11.18,2021-10-24 14:46:04.8,1.02,402,14.53,60-69
3208,16207,4.61,2021-10-24 14:46:04.8,4.63,750,27.11,70-79
3209,8870,2.52,2021-10-24 14:46:04.8,15.36,1362,49.24,80 이상
3210,165068,46.91,2021-10-24 14:46:04.799,0.82,1354,48.95,여성
3211,186831,53.09,2021-10-24 14:46:04.799,0.76,1412,51.05,남성
3212,19861,5.67,2021-10-23 14:58:05.636,0,0,0.00,0-9
3213,31907,9.1,2021-10-23 14:58:05.636,0,0,0.00,10-19
3214,67051,19.13,2021-10-23 14:58:05.636,0.02,12,0.44,20-29
3215,56104,16.01,2021-10-23 14:58:05.636,0.04,24,0.87,30-39
3216,56071,16,2021-10-23 14:58:05.635,0.07,42,1.53,40-49
3217,55381,15.8,2021-10-23 14:58:05.635,0.31,170,6.19,50-59
3218,39137,11.17,2021-10-23 14:58:05.635,1.02,399,14.54,60-69
3219,16134,4.6,2021-10-23 14:58:05.635,4.61,744,27.10,70-79
3220,8830,2.52,2021-10-23 14:58:05.635,15.33,1354,49.33,80 이상
3221,164453,46.92,2021-10-23 14:58:05.635,0.82,1342,48.89,여성
3222,186023,53.08,2021-10-23 14:58:05.634,0.75,1403,51.11,남성
3223,19725,5.65,2021-10-22 14:29:31.884,0,0,0.00,0-9
3224,31686,9.08,2021-10-22 14:29:31.883,0,0,0.00,10-19
3225,66846,19.16,2021-10-22 14:29:31.883,0.02,11,0.40,20-29
3226,55851,16,2021-10-22 14:29:31.883,0.04,23,0.84,30-39
3227,55877,16.01,2021-10-22 14:29:31.883,0.08,42,1.54,40-49
3228,55232,15.83,2021-10-22 14:29:31.883,0.3,168,6.17,50-59
3229,38946,11.16,2021-10-22 14:29:31.883,1.02,397,14.57,60-69
3230,16050,4.6,2021-10-22 14:29:31.882,4.59,736,27.01,70-79
3231,8756,2.51,2021-10-22 14:29:31.882,15.4,1348,49.47,80 이상
3232,163779,46.93,2021-10-22 14:29:31.882,0.81,1332,48.88,여성
3233,185190,53.07,2021-10-22 14:29:31.882,0.75,1393,51.12,남성
3234,19609,5.64,2021-10-21 14:26:58.829,0,0,0.00,0-9
3235,31476,9.06,2021-10-21 14:26:58.829,0,0,0.00,10-19
3236,66650,19.18,2021-10-21 14:26:58.828,0.02,11,0.41,20-29
3237,55598,16,2021-10-21 14:26:58.828,0.04,23,0.85,30-39
