,운영기관,충전소,충전기ID,충전기타입,지역,시군구,주소,이용자 제한,주소2
4549,지커넥트,삼송17동원로얄듀크아파트,16,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 105삼송17동원로얄듀크아파트(306 삼송마을동원로얄듀크),거주자 외 출입제한,양구 세솔로 105삼송17동원로얄듀크아파트(306 삼송마을동원로얄듀크)
4550,지커넥트,삼송17동원로얄듀크아파트,17,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 105삼송17동원로얄듀크아파트(306 삼송마을동원로얄듀크),거주자 외 출입제한,양구 세솔로 105삼송17동원로얄듀크아파트(306 삼송마을동원로얄듀크)
4551,지커넥트,삼송2차아이파크,1,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4552,지커넥트,삼송2차아이파크,2,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4553,지커넥트,삼송2차아이파크,3,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4554,지커넥트,삼송2차아이파크,4,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4555,지커넥트,삼송2차아이파크,5,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4556,지커넥트,삼송2차아이파크,6,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4557,지커넥트,삼송2차아이파크,7,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4558,지커넥트,삼송2차아이파크,8,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4559,지커넥트,삼송2차아이파크,9,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4560,지커넥트,삼송2차아이파크,10,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4561,지커넥트,삼송2차아이파크,11,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4562,지커넥트,삼송2차아이파크,12,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4563,지커넥트,삼송2차아이파크,13,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4564,지커넥트,삼송2차아이파크,14,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4565,지커넥트,삼송2차아이파크,15,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4566,지커넥트,삼송2차아이파크,16,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4567,지커넥트,삼송2차아이파크,17,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4568,지커넥트,삼송2차아이파크,18,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4569,지커넥트,삼송2차아이파크,19,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4570,지커넥트,삼송2차아이파크,20,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4571,지커넥트,삼송2차아이파크,21,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4572,지커넥트,삼송2차아이파크,22,AC완속,경기도,고양시,경기도 고양시 덕양구 세솔로 73삼송2차아이파크(삼송2차 아이파크),거주자 외 출입제한,양구 세솔로 73삼송2차아이파크(삼송2차 아이파크)
4595,지커넥트,서정마을6단지,1,AC완속,경기도,고양시,경기도 고양시 덕양구 서정로 19(1092 서정마을6단지아파트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",양구 서정로 19(1092 서정마을6단지아파트)
4596,지커넥트,서정마을6단지,2,AC완속,경기도,고양시,경기도 고양시 덕양구 서정로 19(1092 서정마을6단지아파트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",양구 서정로 19(1092 서정마을6단지아파트)
4597,지커넥트,서정마을6단지,3,AC완속,경기도,고양시,경기도 고양시 덕양구 서정로 19(1092 서정마을6단지아파트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",양구 서정로 19(1092 서정마을6단지아파트)
4598,지커넥트,서정마을6단지,4,AC완속,경기도,고양시,경기도 고양시 덕양구 서정로 19(1092 서정마을6단지아파트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",양구 서정로 19(1092 서정마을6단지아파트)
4995,지커넥트,양우로데오시티,1,AC완속,경기도,고양시,경기도 고양시 일산동구 고봉로 32-9양우로데오시티,시설 상황에 따라 이용이 제한될 수 있음,산동구 고봉로 32-9양우로데오시티
4996,지커넥트,양우로데오시티,2,AC완속,경기도,고양시,경기도 고양시 일산동구 고봉로 32-9양우로데오시티,시설 상황에 따라 이용이 제한될 수 있음,산동구 고봉로 32-9양우로데오시티
4997,지커넥트,양우로데오시티,3,AC완속,경기도,고양시,경기도 고양시 일산동구 고봉로 32-9양우로데오시티,시설 상황에 따라 이용이 제한될 수 있음,산동구 고봉로 32-9양우로데오시티
4998,지커넥트,양우로데오시티,4,AC완속,경기도,고양시,경기도 고양시 일산동구 고봉로 32-9양우로데오시티,시설 상황에 따라 이용이 제한될 수 있음,산동구 고봉로 32-9양우로데오시티
4999,지커넥트,양우로데오시티,5,AC완속,경기도,고양시,경기도 고양시 일산동구 고봉로 32-9양우로데오시티,시설 상황에 따라 이용이 제한될 수 있음,산동구 고봉로 32-9양우로데오시티
5186,지커넥트,옥빛마을15단지아파트,1,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5187,지커넥트,옥빛마을15단지아파트,2,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5188,지커넥트,옥빛마을15단지아파트,3,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5189,지커넥트,옥빛마을15단지아파트,4,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5190,지커넥트,옥빛마을15단지아파트,5,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5191,지커넥트,옥빛마을15단지아파트,6,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5192,지커넥트,옥빛마을15단지아파트,7,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5193,지커넥트,옥빛마을15단지아파트,8,AC완속,경기도,고양시,경기도 고양시 덕양구 화신로 2331주차장 ~ 6주차장(화정동 1127),거주자외 출입제한,양구 화신로 2331주차장 ~ 6주차장(화정동 1127)
5376,지커넥트,일산한류월드유보라더스마트103동,1,AC완속,경기도,고양시,경기도 고양시 일산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트)
5377,지커넥트,일산한류월드유보라더스마트103동,2,AC완속,경기도,고양시,경기도 고양시 일산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트)
5378,지커넥트,일산한류월드유보라더스마트103동,3,AC완속,경기도,고양시,경기도 고양시 일산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트)
5379,지커넥트,일산한류월드유보라더스마트103동,4,AC완속,경기도,고양시,경기도 고양시 일산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",산동구 태극로 11일산한류월드유보라더스마트103동(더 스마트)
5380,지커넥트,일산한류월드유보라더스마트상가동,1,AC완속,경기도,고양시,경기도 고양시 일산동구 태극로 11일산한류월드유보라더스마트상가동(더 스마트),"시설 상황에 따라 이용이 제한될 수 있음, 거주자외 출입제한",산동구 태극로 11일산한류월드유보라더스마트상가동(더 스마트)
5494,지커넥트,증산마을9단지,1,AC완속,경기도,고양시,경기도 고양시 일산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트),거주자외 출입제한,산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트)
5495,지커넥트,증산마을9단지,2,AC완속,경기도,고양시,경기도 고양시 일산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트),거주자외 출입제한,산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트)
5496,지커넥트,증산마을9단지,3,AC완속,경기도,고양시,경기도 고양시 일산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트),거주자외 출입제한,산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트)
5497,지커넥트,증산마을9단지,4,AC완속,경기도,고양시,경기도 고양시 일산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트),거주자외 출입제한,산동구 탄중로 416증산마을9단지(1566-2 중산마을9단지아파트)
